1,3593607,-,Gm38148,715
1,3593617,-,Gm38148,725
1,3593618,-,Gm38148,726
1,3593622,-,Gm38148,730
1,3593634,-,Gm38148,742
1,4780201,-,Mrpl15,1226
1,4780582,-,Mrpl15,1302
1,4780600,-,Mrpl15,1305
1,4781939,-,Mrpl15,1431
1,4841523,+,Lypla1,809
1,4841542,+,Lypla1,806
1,6210128,-,4732440D04Rik,262
1,7379112,-,Gm26901,443
1,7379113,-,Gm26901,443
1,7379114,-,Gm26901,443
1,7379123,-,Gm26901,445
1,7379160,-,Gm26901,455
1,7379162,-,Gm26901,455
1,7379175,-,Gm26901,458
1,7379176,-,Gm26901,459
1,7379178,-,Gm26901,459
1,7379202,-,Gm26901,465
1,7379229,-,Gm26901,472
1,9895743,+,Sgk3,1896
1,9895748,+,Sgk3,1895
1,10030968,-,Cops5,287
1,10031028,-,Cops5,299
1,10031549,-,Cops5,403
1,10031581,-,Cops5,409
1,10031590,-,Cops5,411
1,10031605,-,Cops5,414
1,11596989,+,A830018L16Rik,2326
1,11597017,+,A830018L16Rik,2314
1,11597042,+,A830018L16Rik,2304
1,11597052,+,A830018L16Rik,2299
1,13298320,-,Gm37702,1284
1,13347840,-,Gm38120,4277
1,13355269,-,Gm38380,786
1,13355278,-,Gm38380,795
1,13625006,-,Lactb2,1676
1,13625010,-,Lactb2,1680
1,13625013,-,Lactb2,1683
1,13625036,-,Lactb2,1706
1,13625741,-,Lactb2,2411
1,15556534,+,Gm37138,1803
1,15556581,+,Gm37138,1756
1,15556588,+,Gm37138,1749
1,15556612,+,Gm37138,1725
1,16081736,-,4930444P10Rik,740
1,16584311,-,Ube2w,554
1,16584312,-,Ube2w,554
1,17168509,+,Gm28784,901
1,17168515,+,Gm28784,895
1,17168523,+,Gm28784,887
1,17637136,-,Gm28154,531
1,17637482,-,Gm28154,615
1,17637485,-,Gm28154,618
1,17637487,-,Gm28154,620
1,17637515,-,Gm28154,648
1,17637595,-,Gm28154,728
1,17637603,-,Gm28154,736
1,17637611,-,Gm28154,744
1,17638119,-,Gm28154,1252
1,17638121,-,Gm28154,1254
1,17638126,-,Gm28154,1259
1,17638211,-,Gm28154,1344
1,17638221,-,Gm28154,1354
1,17638251,-,Gm28154,1384
1,21840442,-,Gm38243,1494
1,21840455,-,Gm38243,1507
1,24052688,-,Fam135a,2709
1,25611050,-,Gm37011,2800
1,25689532,-,Gm37628,3470
1,25735578,-,Gm38198,189
1,25735583,-,Gm38198,194
1,25735586,-,Gm38198,197
1,32246078,+,Khdrbs2,1620
1,32246197,+,Khdrbs2,1596
1,33795199,-,Zfp451,1543
1,33795208,-,Zfp451,1544
1,33796391,-,Zfp451,1692
1,33796409,-,Zfp451,1695
1,33890929,-,Gm37067,1439
1,33924433,+,Gm37354,405
1,33924435,+,Gm37354,403
1,36366300,-,Kansl3,1861
1,36366325,-,Kansl3,1864
1,36439932,-,Lman2l,1502
1,36439944,-,Lman2l,1503
1,36439953,-,Lman2l,1505
1,36439971,-,Lman2l,1507
1,38867246,-,Chst10,2130
1,38890867,-,Chst10,1742
1,38891921,-,Chst10,2005
1,38892232,-,Chst10,2083
1,42750762,+,Dalir,2119
1,51195676,+,Gm29325,2072
1,51197206,+,Gm29325,542
1,51197209,+,Gm29325,539
1,51197215,+,Gm29325,533
1,51466269,-,Nabp1,334
1,51466998,-,Nabp1,1063
1,54154783,-,Gm37633,2386
1,55147669,+,Mob4,1469
1,55147679,+,Mob4,1468
1,55147701,+,Mob4,1464
1,55147703,+,Mob4,1464
1,55147830,+,Mob4,1446
1,58439308,-,Ppil3,402
1,58562774,-,Fam126b,2479
1,58563411,-,Fam126b,2560
1,58563414,-,Fam126b,2560
1,58563589,-,Fam126b,2582
1,59717462,+,Nop58,1582
1,59852636,+,Bmpr2,6962
1,59878722,+,Bmpr2,292
1,60102962,+,Carf,2256
1,60102978,+,Carf,2255
1,60102979,+,Carf,2254
1,60102983,+,Carf,2254
1,60103375,+,Carf,2215
1,60151786,+,Carf,2167
1,60336840,+,Nbeal1,1488
1,60489197,-,Raph1,2388
1,60517785,-,Raph1,2645
1,60517797,-,Raph1,2647
1,60517821,-,Raph1,2650
1,60518821,-,Raph1,2793
1,63117284,+,Gm20342,9553
1,63125013,+,Gm20342,1824
1,63125017,+,Gm20342,1820
1,63125395,+,Gm20342,1442
1,63125399,+,Gm20342,1438
1,66672714,+,Unc80,2399
1,72626752,+,Smarcal1,308
1,72626756,+,Smarcal1,307
1,74309429,+,Gm37931,1284
1,74310461,+,Gm37931,252
1,74334902,+,Pnkd,1910
1,74336190,+,Pnkd,1653
1,74501026,-,Gm37733,686
1,74501043,-,Gm37733,703
1,74501911,-,Gm37733,1571
1,74501923,-,Gm37733,1583
1,74503207,-,Gm37733,2867
1,74584186,-,Zfp142,4430
1,74584467,-,Zfp142,4510
1,74592425,+,Bcs1l,18
1,74703569,+,Ttll4,161
1,75187133,-,Atg9a,2852
1,75193527,+,Ankzf1,1622
1,75193545,+,Ankzf1,1620
1,75193549,+,Ankzf1,1619
1,75193552,+,Ankzf1,1619
1,75193556,+,Ankzf1,1619
1,75193561,+,Ankzf1,1618
1,75308088,-,Dnpep,177
1,75422005,+,Speg,3272
1,75422016,+,Speg,3265
1,75422058,+,Speg,3237
1,75422064,+,Speg,3233
1,86067479,+,Psmd1,908
1,86067562,+,Psmd1,898
1,86087378,+,Gm22786,44
1,86121255,+,Gm37914,2306
1,86123184,+,Gm37914,377
1,86127933,+,Psmd1,469
1,86127952,+,Psmd1,465
1,86277700,+,Armc9,584
1,86277720,+,Armc9,564
1,86277721,+,Armc9,563
1,86345239,-,Ncl,520
1,86345911,-,Ncl,1192
1,86345916,-,Ncl,1197
1,86345930,-,Ncl,1211
1,86347736,-,Ncl,3017
1,86347737,-,Ncl,3018
1,86347967,-,Ncl,3248
1,86348806,-,Ncl,4087
1,86348814,-,Ncl,4095
1,86350105,-,Ncl,5386
1,86351723,-,Ncl,1715
1,86361393,+,C130036L24Rik,1733
1,86362099,+,C130036L24Rik,1498
1,86802785,+,Gm37485,1242
1,86918008,+,Gm37967,2648
1,87865712,+,4833421G17Rik,204
1,92020721,-,Gm37036,1129
1,92020722,-,Gm37036,1130
1,92020723,-,Gm37036,1131
1,92020724,-,Gm37036,1132
1,92020726,-,Gm37036,1134
1,92020746,-,Gm37036,1154
1,92020766,-,Gm37036,1174
1,92020767,-,Gm37036,1175
1,92020781,-,Gm37036,1189
1,92020795,-,Gm37036,1203
1,92020797,-,Gm37036,1205
1,92020804,-,Gm37036,1212
1,93371568,+,Ppp1r7,1921
1,93371572,+,Ppp1r7,1917
1,93371585,+,Ppp1r7,1904
1,93371629,+,Ppp1r7,1860
1,93371640,+,Ppp1r7,1849
1,93371645,+,Ppp1r7,1844
1,93371646,+,Ppp1r7,1843
1,93371652,+,Ppp1r7,1837
1,93371657,+,Ppp1r7,1832
1,93371671,+,Ppp1r7,1818
1,93372097,+,Ppp1r7,1392
1,93531834,+,Gm37250,2368
1,93532692,+,Gm37250,1510
1,93532717,+,Gm37250,1485
1,93619908,-,Stk25,157
1,93800144,-,Dtymk,611
1,105736896,+,Relch,1341
1,118298368,-,Tsn,3590
1,123323294,-,Dpp10,1823
1,123323341,-,Dpp10,1870
1,123323347,-,Dpp10,1876
1,123323455,-,Dpp10,1984
1,123323458,-,Dpp10,1987
1,123323472,-,Dpp10,2001
1,123323484,-,Dpp10,2013
1,123323513,-,Dpp10,2042
1,123323529,-,Dpp10,2058
1,123323536,-,Dpp10,2065
1,123323543,-,Dpp10,2072
1,123323564,-,Dpp10,2093
1,123323597,-,Dpp10,2126
1,123323608,-,Dpp10,2137
1,123458407,-,Gm37781,1173
1,127794072,+,Ccnt2,3463
1,127794074,+,Ccnt2,3463
1,127794092,+,Ccnt2,3460
1,128109045,+,R3hdm1,2687
1,128109770,+,R3hdm1,2641
1,128109771,+,R3hdm1,2641
1,128109800,+,R3hdm1,2640
1,128109808,+,R3hdm1,2639
1,128109815,+,R3hdm1,2639
1,128110540,+,R3hdm1,2593
1,128110554,+,R3hdm1,2592
1,128111652,+,R3hdm1,2524
1,128111657,+,R3hdm1,2524
1,128111671,+,R3hdm1,2523
1,128111693,+,R3hdm1,2521
1,128163671,+,Gm37407,858
1,128163690,+,Gm37407,839
1,128163691,+,Gm37407,838
1,128163766,+,Gm37407,763
1,128176521,+,R3hdm1,2100
1,128176524,+,R3hdm1,2100
1,128176995,+,R3hdm1,2058
1,128177030,+,R3hdm1,2055
1,132025673,+,Elk4,651
1,132025701,+,Elk4,641
1,132025706,+,Elk4,640
1,132025715,+,Elk4,637
1,132025722,+,Elk4,634
1,132025734,+,Elk4,630
1,132038244,-,Mfsd4a,1342
1,132960720,-,Mdm4,1236
1,132960780,-,Mdm4,1296
1,132999565,-,Mdm4,1938
1,132999627,-,Mdm4,1944
1,133000169,-,Mdm4,1998
1,133000190,-,Mdm4,2000
1,133137544,+,Ppp1r15b,2239
1,133137561,+,Ppp1r15b,2222
1,133138010,+,Ppp1r15b,1773
1,133298257,+,Plekha6,2592
1,133700110,-,Atp2b4,653
1,134464997,+,Klhl12,2642
1,134465049,+,Klhl12,2633
1,134465222,+,Klhl12,2604
1,134465327,+,Klhl12,2587
1,134779538,-,Ppp1r12b,1646
1,134780598,-,Ppp1r12b,1797
1,134780611,-,Ppp1r12b,1799
1,134780788,-,Ppp1r12b,1824
1,134820895,-,Gm37677,979
1,134948072,-,Ppp1r12b,2583
1,134948101,-,Ppp1r12b,2585
1,134948107,-,Ppp1r12b,2586
1,135459470,-,Nav1,3395
1,135597397,+,Gm4793,1120
1,139176300,+,Dennd1b,2660
1,139176314,+,Dennd1b,2646
1,139177204,+,Dennd1b,1756
1,139177211,+,Dennd1b,1749
1,139177212,+,Dennd1b,1748
1,143755364,-,Ro60,4574
1,143755371,-,Ro60,4581
1,143755378,-,Ro60,4588
1,143755383,-,Ro60,4593
1,143755756,-,Ro60,4966
1,149433911,-,Gm37096,2001
1,149433913,-,Gm37096,2003
1,149435895,-,Gm37775,880
1,153220698,-,Lamc1,1502
1,153284632,-,Gm38009,782
1,153762541,+,Rnasel,1680
1,153870353,-,Teddm2,1631
1,153870358,-,Teddm2,1634
1,155184799,+,Stx6,1366
1,156427612,-,Soat1,3087
1,156428031,-,Soat1,3506
1,158505693,+,Mir488,40
1,160315741,-,9430087J23Rik,397
1,160315777,-,9430087J23Rik,433
1,160315975,-,9430087J23Rik,631
1,160315988,-,9430087J23Rik,644
1,160315997,-,9430087J23Rik,653
1,160325272,-,Gm37529,3586
1,160325293,-,Gm37529,3607
1,160325297,-,Gm37529,3611
1,160325302,-,Gm37529,3616
1,160325312,-,Gm37529,3626
1,160325313,-,Gm37529,3627
1,160325316,-,Gm37529,3630
1,160325322,-,Gm37529,3636
1,160325350,-,Gm37529,3664
1,160326426,-,Gm37529,3667
1,160326442,-,Gm37529,3683
1,160913774,+,Gm37809,628
1,160913786,+,Gm37809,616
1,161007773,-,Zbtb37,4851
1,161011756,-,Zbtb37,3407
1,161011757,-,Zbtb37,3407
1,162543399,-,Eef1aknmt,1303
1,162543408,-,Eef1aknmt,1305
1,162543413,-,Eef1aknmt,1305
1,162543417,-,Eef1aknmt,1306
1,162543937,-,Eef1aknmt,1237
1,162543944,-,Eef1aknmt,1239
1,162598198,+,Vamp4,883
1,162598204,+,Vamp4,877
1,164426010,+,Gm37411,984
1,164870779,+,Gm20743,1626
1,165230490,-,Gm38190,119
1,165231202,-,Gm38190,831
1,165231213,-,Gm38190,842
1,165231216,-,Gm38190,845
1,165231220,-,Gm38190,849
1,165231600,-,Gm38190,1229
1,165234989,-,Gm38190,4618
1,165451589,-,Gm37864,34
1,165452603,-,Gm37864,1048
1,165452604,-,Gm37864,1049
1,165463812,+,Mpc2,986
1,165463816,+,Mpc2,986
1,165891086,-,Pou2f1,2093
1,165891100,-,Pou2f1,2094
1,171324281,-,Gm20045,3680
1,171324292,-,Gm20045,3691
1,171324329,-,Gm20045,3728
1,171324339,-,Gm20045,3738
1,171336953,+,Dedd,1261
1,171337636,+,Dedd,1193
1,172092348,+,Copa,1743
1,178255778,+,Desi2,1357
1,178255783,+,Desi2,1355
1,178255788,+,Desi2,1352
1,178952210,-,Smyd3,250
1,178952211,-,Smyd3,251
1,178952247,-,Smyd3,287
1,178952664,-,Smyd3,704
1,181096455,-,Nvl,2276
1,181939936,-,Enah,2593
1,181939937,-,Enah,2593
1,182019852,-,Enah,2798
1,183409775,+,Taf1a,423
1,183409863,+,Taf1a,335
1,184831694,-,Marc2,732
1,184831722,-,Marc2,734
1,191901606,-,1700034H15Rik,1199
1,191901615,-,1700034H15Rik,1200
1,191901662,-,1700034H15Rik,1208
1,191901678,-,1700034H15Rik,1211
1,192630169,-,Hhat,1288
1,195043553,+,Gm37366,1126
1,195043554,+,Gm37366,1125
2,3460256,+,Dclre1c,1858
2,3460276,+,Dclre1c,1838
2,3460312,+,Dclre1c,1802
2,3460324,+,Dclre1c,1790
2,3460356,+,Dclre1c,1758
2,3460378,+,Dclre1c,1736
2,3461086,+,Dclre1c,1028
2,3461099,+,Dclre1c,1015
2,3461113,+,Dclre1c,3017
2,4104112,+,Gm38085,2826
2,4104120,+,Gm38085,2818
2,4104128,+,Gm38085,2810
2,4104136,+,Gm38085,2802
2,4104143,+,Gm38085,2795
2,4104184,+,Gm38085,2754
2,4105010,+,Gm38085,1928
2,4106890,+,Gm38085,48
2,5897554,-,Dhtkd1,900
2,5897556,-,Dhtkd1,901
2,5897855,-,Dhtkd1,1051
2,5897880,-,Dhtkd1,1063
2,5897888,-,Dhtkd1,1067
2,5897898,-,Dhtkd1,1072
2,5897922,-,Dhtkd1,1084
2,5897928,-,Dhtkd1,1087
2,5897947,-,Dhtkd1,1097
2,5897948,-,Dhtkd1,1097
2,5897957,-,Dhtkd1,1102
2,5898054,-,Dhtkd1,1150
2,6544756,-,Celf2,4071
2,10468430,+,Mir669d,33
2,10471656,+,Mir669d-2,73
2,10471704,+,Mir669d-2,25
2,10509026,+,Mir297c,87
2,12390278,-,Gm38014,406
2,12390285,-,Gm38014,413
2,14038794,-,Gm37894,969
2,14147987,+,Stam,1647
2,14147991,+,Stam,1643
2,14148049,+,Stam,1585
2,14148681,+,Stam,953
2,14148682,+,Stam,952
2,14148706,+,Stam,928
2,14148749,+,Stam,885
2,14148757,+,Stam,877
2,14148762,+,Stam,872
2,14708476,+,Gm37006,1862
2,14708538,+,Gm37006,1800
2,14708539,+,Gm37006,1799
2,14708542,+,Gm37006,1796
2,14708553,+,Gm37006,1785
2,14708561,+,Gm37006,1777
2,14708617,+,Gm37006,1721
2,18214629,-,Dnajc1,1106
2,18214647,-,Dnajc1,1110
2,18214653,-,Dnajc1,1112
2,18214655,-,Dnajc1,1112
2,18214656,-,Dnajc1,1113
2,18214657,-,Dnajc1,1113
2,18214661,-,Dnajc1,1114
2,18214668,-,Dnajc1,1116
2,18214673,-,Dnajc1,1117
2,18214714,-,Dnajc1,1127
2,18214722,-,Dnajc1,1129
2,18214727,-,Dnajc1,1130
2,18214728,-,Dnajc1,1131
2,18214733,-,Dnajc1,1132
2,18214736,-,Dnajc1,1133
2,18215345,-,Dnajc1,1285
2,18215351,-,Dnajc1,1286
2,18215355,-,Dnajc1,1287
2,18215357,-,Dnajc1,1288
2,18215359,-,Dnajc1,1288
2,18215363,-,Dnajc1,1289
2,18215374,-,Dnajc1,1292
2,18215377,-,Dnajc1,1293
2,18215388,-,Dnajc1,1296
2,18215394,-,Dnajc1,1297
2,23098213,+,Acbd5,2038
2,23098374,+,Acbd5,2026
2,24589406,+,Gm38383,1819
2,24589411,+,Gm38383,1814
2,24589412,+,Gm38383,1813
2,24589816,+,Gm38383,1409
2,24589949,+,Gm38383,1276
2,24590000,+,Gm38383,1225
2,24590057,+,Gm38383,1168
2,24590100,+,Gm38383,1125
2,24874876,-,Gm38147,344
2,24891034,-,Gm37139,1586
2,24891037,-,Gm37139,1589
2,24891045,-,Gm37139,1597
2,24891050,-,Gm37139,1602
2,24891115,-,Gm37139,1667
2,24893651,-,Gm37139,4203
2,24893669,-,Gm37139,4221
2,25404119,+,Npdc1,775
2,25406972,+,Npdc1,733
2,25406980,+,Npdc1,732
2,25406996,+,Npdc1,731
2,25530004,-,Traf2,2376
2,25589174,-,Rabl6,1073
2,25589779,-,Rabl6,1149
2,25589790,-,Rabl6,1150
